dex_number,dex_number_int,species_display_name,form_display_name,form_api_name,is_default,types,hp,attack,defense,special_attack,special_defense,speed,abilities,move_count,height,weight,generation,is_legendary,is_mythical
0605,605,Elgyem,Elgyem,elgyem,True,psychic,55,55,55,85,55,30,Telepathy|Synchronize|Analytic,82,5,90,generation-v,False,False
0606,606,Beheeyem,Beheeyem,beheeyem,True,psychic,75,75,75,125,95,40,Telepathy|Synchronize|Analytic,84,10,345,generation-v,False,False
0607,607,Litwick,Litwick,litwick,True,ghost|fire,50,30,55,65,55,20,Flash Fire|Flame Body|Infiltrator,72,3,31,generation-v,False,False
0608,608,Lampent,Lampent,lampent,True,ghost|fire,60,40,60,95,60,55,Flash Fire|Flame Body|Infiltrator,71,6,130,generation-v,False,False
0609,609,Chandelure,Chandelure,chandelure,True,ghost|fire,60,55,90,145,90,80,Flash Fire|Flame Body|Infiltrator,75,10,343,generation-v,False,False
0609,609,Chandelure,Chandelure Mega,chandelure-mega,False,ghost|fire,60,75,110,175,110,90,Infiltrator,0,25,696,generation-v,False,False
0610,610,Axew,Axew,axew,True,dragon,46,87,60,30,40,57,Rivalry|Mold Breaker|Unnerve,80,6,180,generation-v,False,False
0611,611,Fraxure,Fraxure,fraxure,True,dragon,66,117,70,40,50,67,Rivalry|Mold Breaker|Unnerve,76,10,360,generation-v,False,False
0612,612,Haxorus,Haxorus,haxorus,True,dragon,76,147,90,60,70,97,Rivalry|Mold Breaker|Unnerve,86,18,1055,generation-v,False,False
0613,613,Cubchoo,Cubchoo,cubchoo,True,ice,55,70,40,60,40,40,Snow Cloak|Slush Rush|Rattled,83,5,85,generation-v,False,False
0614,614,Beartic,Beartic,beartic,True,ice,95,130,80,70,80,50,Snow Cloak|Slush Rush|Swift Swim,100,26,2600,generation-v,False,False
0615,615,Cryogonal,Cryogonal,cryogonal,True,ice,80,50,50,95,135,105,Levitate,66,11,1480,generation-v,False,False
0616,616,Shelmet,Shelmet,shelmet,True,bug,50,40,85,40,65,25,Hydration|Shell Armor|Overcoat,52,4,77,generation-v,False,False
0617,617,Accelgor,Accelgor,accelgor,True,bug,80,70,40,100,60,145,Hydration|Sticky Hold|Unburden,62,8,253,generation-v,False,False
0618,618,Stunfisk,Stunfisk,stunfisk,True,ground|electric,109,66,84,81,99,32,Static|Limber|Sand Veil,74,7,110,generation-v,False,False
0618,618,Stunfisk,Stunfisk Galar,stunfisk-galar,False,ground|steel,109,81,99,66,84,32,Mimicry,57,7,205,generation-v,False,False
0619,619,Mienfoo,Mienfoo,mienfoo,True,fighting,45,85,50,55,50,65,Inner Focus|Regenerator|Reckless,83,9,200,generation-v,False,False
0620,620,Mienshao,Mienshao,mienshao,True,fighting,65,125,60,95,60,105,Inner Focus|Regenerator|Reckless,91,14,355,generation-v,False,False
0621,621,Druddigon,Druddigon,druddigon,True,dragon,77,120,90,60,90,48,Rough Skin|Sheer Force|Mold Breaker,91,16,1390,generation-v,False,False
0622,622,Golett,Golett,golett,True,ground|ghost,59,74,50,35,50,35,Iron Fist|Klutz|No Guard,89,10,920,generation-v,False,False
0623,623,Golurk,Golurk,golurk,True,ground|ghost,89,124,80,55,80,55,Iron Fist|Klutz|No Guard,105,28,3300,generation-v,False,False
0623,623,Golurk,Golurk Mega,golurk-mega,False,ground|ghost,89,159,105,70,105,55,Unseen Fist,0,40,3300,generation-v,False,False
0624,624,Pawniard,Pawniard,pawniard,True,dark|steel,45,85,70,40,40,60,Defiant|Inner Focus|Pressure,84,5,102,generation-v,False,False
0625,625,Bisharp,Bisharp,bisharp,True,dark|steel,65,125,100,60,70,70,Defiant|Inner Focus|Pressure,85,16,700,generation-v,False,False
0626,626,Bouffalant,Bouffalant,bouffalant,True,normal,95,110,95,40,95,55,Reckless|Sap Sipper|Soundproof,73,16,946,generation-v,False,False
0627,627,Rufflet,Rufflet,rufflet,True,normal|flying,70,83,50,37,50,60,Keen Eye|Sheer Force|Hustle,68,5,105,generation-v,False,False
0628,628,Braviary,Braviary,braviary,True,normal|flying,100,123,75,57,75,80,Keen Eye|Sheer Force|Defiant,73,15,410,generation-v,False,False
0628,628,Braviary,Braviary Hisui,braviary-hisui,False,psychic|flying,110,83,70,112,70,65,Keen Eye|Sheer Force|Tinted Lens,75,17,434,generation-v,False,False
0629,629,Vullaby,Vullaby,vullaby,True,dark|flying,70,55,75,45,65,60,Big Pecks|Overcoat|Weak Armor,73,5,90,generation-v,False,False
0630,630,Mandibuzz,Mandibuzz,mandibuzz,True,dark|flying,110,65,105,55,95,80,Big Pecks|Overcoat|Weak Armor,80,12,395,generation-v,False,False
0631,631,Heatmor,Heatmor,heatmor,True,fire,85,97,66,105,66,65,Gluttony|Flash Fire|White Smoke,80,14,580,generation-v,False,False
0632,632,Durant,Durant,durant,True,bug|steel,58,109,112,48,48,109,Swarm|Hustle|Truant,65,3,330,generation-v,False,False
0633,633,Deino,Deino,deino,True,dark|dragon,52,65,50,45,50,38,Hustle,67,8,173,generation-v,False,False
0634,634,Zweilous,Zweilous,zweilous,True,dark|dragon,72,85,70,65,70,58,Hustle,68,14,500,generation-v,False,False
0635,635,Hydreigon,Hydreigon,hydreigon,True,dark|dragon,92,105,90,125,90,98,Levitate,104,18,1600,generation-v,False,False
0636,636,Larvesta,Larvesta,larvesta,True,bug|fire,55,85,55,50,55,60,Flame Body|Swarm,61,11,288,generation-v,False,False
0637,637,Volcarona,Volcarona,volcarona,True,bug|fire,85,60,65,135,105,100,Flame Body|Swarm,78,16,460,generation-v,False,False
0638,638,Cobalion,Cobalion,cobalion,True,steel|fighting,91,90,129,90,72,108,Justified,82,21,2500,generation-v,True,False
0639,639,Terrakion,Terrakion,terrakion,True,rock|fighting,91,129,90,72,90,108,Justified,75,19,2600,generation-v,True,False
0640,640,Virizion,Virizion,virizion,True,grass|fighting,91,90,72,90,129,108,Justified,81,20,2000,generation-v,True,False
0641,641,Tornadus,Tornadus Incarnate,tornadus-incarnate,True,flying,79,115,70,125,80,111,Prankster|Defiant,84,15,630,generation-v,True,False
0641,641,Tornadus,Tornadus Therian,tornadus-therian,False,flying,79,100,80,110,90,121,Regenerator,82,14,630,generation-v,True,False
0642,642,Thundurus,Thundurus Incarnate,thundurus-incarnate,True,electric|flying,79,115,70,125,80,111,Prankster|Defiant,94,15,610,generation-v,True,False
0642,642,Thundurus,Thundurus Therian,thundurus-therian,False,electric|flying,79,105,70,145,80,101,Volt Absorb,90,30,610,generation-v,True,False
0643,643,Reshiram,Reshiram,reshiram,True,dragon|fire,100,120,100,150,120,90,Turboblaze,91,32,3300,generation-v,True,False
0644,644,Zekrom,Zekrom,zekrom,True,dragon|electric,100,150,120,120,100,90,Teravolt,98,29,3450,generation-v,True,False
0645,645,Landorus,Landorus Incarnate,landorus-incarnate,True,ground|flying,89,125,90,115,80,101,Sand Force|Sheer Force,82,15,680,generation-v,True,False
0645,645,Landorus,Landorus Therian,landorus-therian,False,ground|flying,89,145,90,105,80,91,Intimidate,79,13,680,generation-v,True,False
0646,646,Kyurem,Kyurem,kyurem,True,dragon|ice,125,130,90,130,90,95,Pressure,86,30,3250,generation-v,True,False
0646,646,Kyurem,Kyurem Black,kyurem-black,False,dragon|ice,125,170,100,120,90,95,Teravolt,87,33,3250,generation-v,True,False
0646,646,Kyurem,Kyurem White,kyurem-white,False,dragon|ice,125,120,90,170,100,95,Turboblaze,87,36,3250,generation-v,True,False
0647,647,Keldeo,Keldeo Ordinary,keldeo-ordinary,True,water|fighting,91,72,90,129,90,108,Justified,81,14,485,generation-v,False,True
0647,647,Keldeo,Keldeo Resolute,keldeo-resolute,False,water|fighting,91,72,90,129,90,108,Justified,81,14,485,generation-v,False,True
0648,648,Meloetta,Meloetta Aria,meloetta-aria,True,normal|psychic,100,77,77,128,128,90,Serene Grace,105,6,65,generation-v,False,True
0648,648,Meloetta,Meloetta Pirouette,meloetta-pirouette,False,normal|fighting,100,128,90,77,77,128,Serene Grace,105,6,65,generation-v,False,True
0649,649,Genesect,Genesect,genesect,True,bug|steel,71,120,95,120,95,99,Download,80,15,825,generation-v,False,True
0650,650,Chespin,Chespin,chespin,True,grass,56,61,65,48,45,38,Overgrow|Bulletproof,96,4,90,generation-vi,False,False
0651,651,Quilladin,Quilladin,quilladin,True,grass,61,78,95,56,58,57,Overgrow|Bulletproof,97,7,290,generation-vi,False,False
0652,652,Chesnaught,Chesnaught,chesnaught,True,grass|fighting,88,107,122,74,75,64,Overgrow|Bulletproof,117,16,900,generation-vi,False,False
0652,652,Chesnaught,Chesnaught Mega,chesnaught-mega,False,grass|fighting,88,137,172,74,115,44,Bulletproof,0,16,900,generation-vi,False,False
0653,653,Fennekin,Fennekin,fennekin,True,fire,40,45,40,62,60,60,Blaze|Magician,74,4,94,generation-vi,False,False
0654,654,Braixen,Braixen,braixen,True,fire,59,59,58,90,70,73,Blaze|Magician,85,10,145,generation-vi,False,False
0655,655,Delphox,Delphox,delphox,True,fire|psychic,75,69,72,114,100,104,Blaze|Magician,106,15,390,generation-vi,False,False
0655,655,Delphox,Delphox Mega,delphox-mega,False,fire|psychic,75,69,72,159,125,134,Levitate,0,15,390,generation-vi,False,False
0656,656,Froakie,Froakie,froakie,True,water,41,56,40,62,44,71,Torrent|Protean,77,3,70,generation-vi,False,False
0657,657,Frogadier,Frogadier,frogadier,True,water,54,63,52,83,56,97,Torrent|Protean,77,6,109,generation-vi,False,False
0658,658,Greninja,Greninja,greninja,True,water|dark,72,95,67,103,71,122,Torrent|Protean,93,15,400,generation-vi,False,False
0658,658,Greninja,Greninja Battle Bond,greninja-battle-bond,False,water|dark,72,95,67,103,71,122,Battle Bond,63,15,400,generation-vi,False,False
0658,658,Greninja,Greninja Ash,greninja-ash,False,water|dark,72,145,67,153,71,132,Battle Bond,81,15,400,generation-vi,False,False
0658,658,Greninja,Greninja Mega,greninja-mega,False,water|dark,72,125,77,133,81,142,Protean,0,15,400,generation-vi,False,False
0659,659,Bunnelby,Bunnelby,bunnelby,True,normal,38,36,38,32,36,57,Pickup|Cheek Pouch|Huge Power,65,4,50,generation-vi,False,False
0660,660,Diggersby,Diggersby,diggersby,True,normal|ground,85,56,77,50,77,78,Pickup|Cheek Pouch|Huge Power,88,10,424,generation-vi,False,False
0661,661,Fletchling,Fletchling,fletchling,True,normal|flying,45,50,43,40,38,62,Big Pecks|Gale Wings,58,3,17,generation-vi,False,False
0662,662,Fletchinder,Fletchinder,fletchinder,True,fire|flying,62,73,55,56,52,84,Flame Body|Gale Wings,63,7,160,generation-vi,False,False
0663,663,Talonflame,Talonflame,talonflame,True,fire|flying,78,81,71,74,69,126,Flame Body|Gale Wings,69,12,245,generation-vi,False,False
0664,664,Scatterbug,Scatterbug,scatterbug,True,bug,38,35,40,27,25,35,Shield Dust|Compound Eyes|Friend Guard,9,3,25,generation-vi,False,False
0665,665,Spewpa,Spewpa,spewpa,True,bug,45,22,60,27,30,29,Shed Skin|Friend Guard,8,3,84,generation-vi,False,False
0666,666,Vivillon,Vivillon,vivillon,True,bug|flying,80,52,50,90,50,89,Shield Dust|Compound Eyes|Friend Guard,67,12,170,generation-vi,False,False
0667,667,Litleo,Litleo,litleo,True,fire|normal,62,50,58,73,54,72,Rivalry|Unnerve|Moxie,67,6,135,generation-vi,False,False
0668,668,Pyroar,Pyroar Male,pyroar-male,True,fire|normal,86,68,72,109,66,106,Rivalry|Unnerve|Moxie,70,15,815,generation-vi,False,False
0668,668,Pyroar,Pyroar Mega,pyroar-mega,False,fire|normal,86,88,92,129,86,126,,0,15,933,generation-vi,False,False
0669,669,Flabébé,Flabébé,flabebe,True,fairy,44,38,39,61,79,42,Flower Veil|Symbiosis,69,1,1,generation-vi,False,False
0670,670,Floette,Floette,floette,True,fairy,54,45,47,75,98,52,Flower Veil|Symbiosis,68,2,9,generation-vi,False,False
0670,670,Floette,Floette Eternal,floette-eternal,False,fairy,74,65,67,125,128,92,Flower Veil|Symbiosis,53,2,9,generation-vi,False,False
0670,670,Floette,Floette Mega,floette-mega,False,fairy,74,85,87,155,148,102,Fairy Aura,0,2,1008,generation-vi,False,False
0671,671,Florges,Florges,florges,True,fairy,78,65,68,112,154,75,Flower Veil|Symbiosis,70,11,100,generation-vi,False,False
0672,672,Skiddo,Skiddo,skiddo,True,grass,66,65,48,62,57,52,Sap Sipper|Grass Pelt,69,9,310,generation-vi,False,False
0673,673,Gogoat,Gogoat,gogoat,True,grass,123,100,62,97,81,68,Sap Sipper|Grass Pelt,75,17,910,generation-vi,False,False
0674,674,Pancham,Pancham,pancham,True,fighting,67,82,62,46,48,43,Iron Fist|Mold Breaker|Scrappy,91,6,80,generation-vi,False,False
0675,675,Pangoro,Pangoro,pangoro,True,fighting|dark,95,124,78,69,71,58,Iron Fist|Mold Breaker|Scrappy,112,21,1360,generation-vi,False,False
0676,676,Furfrou,Furfrou,furfrou,True,normal,75,80,60,65,90,102,Fur Coat,57,12,280,generation-vi,False,False
0677,677,Espurr,Espurr,espurr,True,psychic,62,48,54,63,60,68,Keen Eye|Infiltrator|Own Tempo,77,3,35,generation-vi,False,False
0678,678,Meowstic,Meowstic Male,meowstic-male,True,psychic,74,48,76,83,81,104,Keen Eye|Infiltrator|Prankster,91,6,85,generation-vi,False,False
0678,678,Meowstic,Meowstic Female,meowstic-female,False,psychic,74,48,76,83,81,104,Keen Eye|Infiltrator|Competitive,90,6,85,generation-vi,False,False
0678,678,Meowstic,Meowstic Mega,meowstic-mega,False,psychic,74,48,76,143,101,124,Trace,0,8,101,generation-vi,False,False
0679,679,Honedge,Honedge,honedge,True,steel|ghost,45,80,100,35,37,28,No Guard,57,8,20,generation-vi,False,False
0680,680,Doublade,Doublade,doublade,True,steel|ghost,59,110,150,45,49,35,No Guard,54,8,45,generation-vi,False,False
0681,681,Aegislash,Aegislash Shield,aegislash-shield,True,steel|ghost,60,50,140,50,140,60,Stance Change,62,17,530,generation-vi,False,False
0681,681,Aegislash,Aegislash Blade,aegislash-blade,False,steel|ghost,60,140,50,140,50,60,Stance Change,62,17,530,generation-vi,False,False
0682,682,Spritzee,Spritzee,spritzee,True,fairy,78,52,60,63,65,23,Healer|Aroma Veil,63,2,5,generation-vi,False,False
0683,683,Aromatisse,Aromatisse,aromatisse,True,fairy,101,72,72,99,89,29,Healer|Aroma Veil,67,8,155,generation-vi,False,False
0684,684,Swirlix,Swirlix,swirlix,True,fairy,62,48,66,59,57,49,Sweet Veil|Unburden,58,4,35,generation-vi,False,False
0685,685,Slurpuff,Slurpuff,slurpuff,True,fairy,82,80,86,85,75,72,Sweet Veil|Unburden,60,8,50,generation-vi,False,False
0686,686,Inkay,Inkay,inkay,True,dark|psychic,53,54,53,37,46,45,Contrary|Suction Cups|Infiltrator,85,4,35,generation-vi,False,False
0687,687,Malamar,Malamar,malamar,True,dark|psychic,86,92,88,68,75,73,Contrary|Suction Cups|Infiltrator,91,15,470,generation-vi,False,False
0687,687,Malamar,Malamar Mega,malamar-mega,False,dark|psychic,86,102,88,98,120,88,,0,29,698,generation-vi,False,False
0688,688,Binacle,Binacle,binacle,True,rock|water,42,52,67,39,56,50,Tough Claws|Sniper|Pickpocket,86,5,310,generation-vi,False,False
0689,689,Barbaracle,Barbaracle,barbaracle,True,rock|water,72,105,115,54,86,68,Tough Claws|Sniper|Pickpocket,98,13,960,generation-vi,False,False
0689,689,Barbaracle,Barbaracle Mega,barbaracle-mega,False,rock|fighting,72,140,130,64,106,88,,0,22,1000,generation-vi,False,False
0690,690,Skrelp,Skrelp,skrelp,True,poison|water,50,60,60,60,60,30,Poison Point|Poison Touch|Adaptability,69,5,73,generation-vi,False,False
0691,691,Dragalge,Dragalge,dragalge,True,poison|dragon,65,75,90,97,123,44,Poison Point|Poison Touch|Adaptability,73,18,815,generation-vi,False,False
0691,691,Dragalge,Dragalge Mega,dragalge-mega,False,poison|dragon,65,85,105,132,163,44,,0,21,1003,generation-vi,False,False
0692,692,Clauncher,Clauncher,clauncher,True,water,50,53,62,58,63,44,Mega Launcher,66,5,83,generation-vi,False,False
0693,693,Clawitzer,Clawitzer,clawitzer,True,water,71,73,88,120,89,59,Mega Launcher,73,13,353,generation-vi,False,False
0694,694,Helioptile,Helioptile,helioptile,True,electric|normal,44,38,33,61,43,70,Dry Skin|Sand Veil|Solar Power,63,5,60,generation-vi,False,False
0695,695,Heliolisk,Heliolisk,heliolisk,True,electric|normal,62,55,52,109,94,109,Dry Skin|Sand Veil|Solar Power,77,10,210,generation-vi,False,False
0696,696,Tyrunt,Tyrunt,tyrunt,True,rock|dragon,58,89,77,45,45,48,Strong Jaw|Sturdy,75,8,260,generation-vi,False,False
0697,697,Tyrantrum,Tyrantrum,tyrantrum,True,rock|dragon,82,121,119,69,59,71,Strong Jaw|Rock Head,78,25,2700,generation-vi,False,False
0698,698,Amaura,Amaura,amaura,True,rock|ice,77,59,50,67,63,46,Refrigerate|Snow Warning,78,13,252,generation-vi,False,False
0699,699,Aurorus,Aurorus,aurorus,True,rock|ice,123,77,72,99,92,58,Refrigerate|Snow Warning,78,27,2250,generation-vi,False,False
0700,700,Sylveon,Sylveon,sylveon,True,fairy,95,65,65,110,130,60,Cute Charm|Pixilate,80,10,235,generation-vi,False,False
0701,701,Hawlucha,Hawlucha,hawlucha,True,fighting|flying,78,92,75,74,63,118,Limber|Unburden|Mold Breaker,108,8,215,generation-vi,False,False
0701,701,Hawlucha,Hawlucha Mega,hawlucha-mega,False,fighting|flying,78,137,100,74,93,118,No Guard,0,10,250,generation-vi,False,False
0702,702,Dedenne,Dedenne,dedenne,True,electric|fairy,67,58,57,81,67,101,Cheek Pouch|Pickup|Plus,75,2,22,generation-vi,False,False
0703,703,Carbink,Carbink,carbink,True,rock|fairy,50,50,150,50,150,50,Clear Body|Sturdy,79,3,57,generation-vi,False,False
0704,704,Goomy,Goomy,goomy,True,dragon,45,50,35,55,75,40,Sap Sipper|Hydration|Gooey,53,3,28,generation-vi,False,False
0705,705,Sliggoo,Sliggoo,sliggoo,True,dragon,68,75,53,83,113,60,Sap Sipper|Hydration|Gooey,51,8,175,generation-vi,False,False
0705,705,Sliggoo,Sliggoo Hisui,sliggoo-hisui,False,steel|dragon,58,75,83,83,113,40,Sap Sipper|Shell Armor|Gooey,47,7,685,generation-vi,False,False
0706,706,Goodra,Goodra,goodra,True,dragon,90,100,70,110,150,80,Sap Sipper|Hydration|Gooey,86,20,1505,generation-vi,False,False
0706,706,Goodra,Goodra Hisui,goodra-hisui,False,steel|dragon,80,100,100,110,150,60,Sap Sipper|Shell Armor|Gooey,69,17,3341,generation-vi,False,False
0707,707,Klefki,Klefki,klefki,True,steel|fairy,57,80,91,80,87,75,Prankster|Magician,65,2,30,generation-vi,False,False
0708,708,Phantump,Phantump,phantump,True,ghost|grass,43,70,48,50,60,38,Natural Cure|Frisk|Harvest,84,4,70,generation-vi,False,False
0709,709,Trevenant,Trevenant,trevenant,True,ghost|grass,85,110,76,65,82,56,Natural Cure|Frisk|Harvest,99,15,710,generation-vi,False,False
0710,710,Pumpkaboo,Pumpkaboo Average,pumpkaboo-average,True,ghost|grass,49,66,70,44,55,51,Pickup|Frisk|Insomnia,73,4,50,generation-vi,False,False
0710,710,Pumpkaboo,Pumpkaboo Small,pumpkaboo-small,False,ghost|grass,44,66,70,44,55,56,Pickup|Frisk|Insomnia,73,3,35,generation-vi,False,False
0710,710,Pumpkaboo,Pumpkaboo Large,pumpkaboo-large,False,ghost|grass,54,66,70,44,55,46,Pickup|Frisk|Insomnia,73,5,75,generation-vi,False,False
0710,710,Pumpkaboo,Pumpkaboo Super,pumpkaboo-super,False,ghost|grass,59,66,70,44,55,41,Pickup|Frisk|Insomnia,73,8,150,generation-vi,False,False
0711,711,Gourgeist,Gourgeist Average,gourgeist-average,True,ghost|grass,65,90,122,58,75,84,Pickup|Frisk|Insomnia,77,9,125,generation-vi,False,False
0711,711,Gourgeist,Gourgeist Small,gourgeist-small,False,ghost|grass,55,85,122,58,75,99,Pickup|Frisk|Insomnia,77,7,95,generation-vi,False,False
0711,711,Gourgeist,Gourgeist Large,gourgeist-large,False,ghost|grass,75,95,122,58,75,69,Pickup|Frisk|Insomnia,77,11,140,generation-vi,False,False
0711,711,Gourgeist,Gourgeist Super,gourgeist-super,False,ghost|grass,85,100,122,58,75,54,Pickup|Frisk|Insomnia,77,17,390,generation-vi,False,False
0712,712,Bergmite,Bergmite,bergmite,True,ice,55,69,85,32,35,28,Own Tempo|Ice Body|Sturdy,63,10,995,generation-vi,False,False
0713,713,Avalugg,Avalugg,avalugg,True,ice,95,117,184,44,46,28,Own Tempo|Ice Body|Sturdy,74,20,5050,generation-vi,False,False
0713,713,Avalugg,Avalugg Hisui,avalugg-hisui,False,ice|rock,95,127,184,34,36,38,Strong Jaw|Ice Body|Sturdy,58,14,2624,generation-vi,False,False
0714,714,Noibat,Noibat,noibat,True,flying|dragon,40,30,35,45,40,55,Frisk|Infiltrator|Telepathy,72,5,80,generation-vi,False,False
0715,715,Noivern,Noivern,noivern,True,flying|dragon,85,70,80,97,80,123,Frisk|Infiltrator|Telepathy,86,15,850,generation-vi,False,False
0716,716,Xerneas,Xerneas,xerneas,True,fairy,126,131,95,131,98,99,Fairy Aura,69,30,2150,generation-vi,True,False
0717,717,Yveltal,Yveltal,yveltal,True,dark|flying,126,131,95,131,98,99,Dark Aura,66,58,2030,generation-vi,True,False
0718,718,Zygarde,Zygarde 50,zygarde-50,True,dragon|ground,108,100,121,81,95,95,Aura Break,70,50,3050,generation-vi,True,False
0718,718,Zygarde,Zygarde 10 Power Construct,zygarde-10-power-construct,False,dragon|ground,54,100,71,61,85,115,Power Construct,67,12,335,generation-vi,True,False
0718,718,Zygarde,Zygarde 50 Power Construct,zygarde-50-power-construct,False,dragon|ground,108,100,121,81,95,95,Power Construct,67,50,3050,generation-vi,True,False
0718,718,Zygarde,Zygarde Complete,zygarde-complete,False,dragon|ground,216,100,121,91,95,85,Power Construct,67,45,6100,generation-vi,True,False
0718,718,Zygarde,Zygarde 10,zygarde-10,False,dragon|ground,54,100,71,61,85,115,Aura Break,67,12,335,generation-vi,True,False
0718,718,Zygarde,Zygarde Mega,zygarde-mega,False,dragon|ground,216,70,91,216,85,100,,0,77,6100,generation-vi,True,False
0719,719,Diancie,Diancie,diancie,True,rock|fairy,50,100,150,100,150,50,Clear Body,90,7,88,generation-vi,False,True
0719,719,Diancie,Diancie Mega,diancie-mega,False,rock|fairy,50,160,110,160,110,110,Magic Bounce,62,11,278,generation-vi,False,True
0720,720,Hoopa,Hoopa,hoopa,True,psychic|ghost,80,110,60,150,130,70,Magician,96,5,90,generation-vi,False,True
0720,720,Hoopa,Hoopa Unbound,hoopa-unbound,False,psychic|dark,80,160,60,170,130,80,Magician,96,65,4900,generation-vi,False,True
0721,721,Volcanion,Volcanion,volcanion,True,fire|water,80,110,120,130,90,70,Water Absorb,82,17,1950,generation-vi,False,True
0722,722,Rowlet,Rowlet,rowlet,True,grass|flying,68,55,55,50,50,42,Overgrow|Long Reach,76,3,15,generation-vii,False,False
0723,723,Dartrix,Dartrix,dartrix,True,grass|flying,78,75,75,70,70,52,Overgrow|Long Reach,76,7,160,generation-vii,False,False
0724,724,Decidueye,Decidueye,decidueye,True,grass|ghost,78,107,75,100,100,70,Overgrow|Long Reach,108,16,366,generation-vii,False,False
0724,724,Decidueye,Decidueye Hisui,decidueye-hisui,False,grass|fighting,88,112,80,95,95,60,Overgrow|Scrappy,79,16,370,generation-vii,False,False
0725,725,Litten,Litten,litten,True,fire,45,65,40,60,40,70,Blaze|Intimidate,64,4,43,generation-vii,False,False
0726,726,Torracat,Torracat,torracat,True,fire,65,85,50,80,50,90,Blaze|Intimidate,65,7,250,generation-vii,False,False
0727,727,Incineroar,Incineroar,incineroar,True,fire|dark,95,115,90,80,90,60,Blaze|Intimidate,106,18,830,generation-vii,False,False
0728,728,Popplio,Popplio,popplio,True,water,50,54,54,66,56,40,Torrent|Liquid Voice,67,4,75,generation-vii,False,False
0729,729,Brionne,Brionne,brionne,True,water,60,69,69,91,81,50,Torrent|Liquid Voice,67,6,175,generation-vii,False,False
0730,730,Primarina,Primarina,primarina,True,water|fairy,80,74,74,126,116,60,Torrent|Liquid Voice,88,18,440,generation-vii,False,False
0731,731,Pikipek,Pikipek,pikipek,True,normal|flying,35,75,30,30,30,65,Keen Eye|Skill Link|Pickup,58,3,12,generation-vii,False,False
0732,732,Trumbeak,Trumbeak,trumbeak,True,normal|flying,55,85,50,40,50,75,Keen Eye|Skill Link|Pickup,59,6,148,generation-vii,False,False
0733,733,Toucannon,Toucannon,toucannon,True,normal|flying,80,120,75,75,75,60,Keen Eye|Skill Link|Sheer Force,71,11,260,generation-vii,False,False
0734,734,Yungoos,Yungoos,yungoos,True,normal,48,70,30,30,30,45,Stakeout|Strong Jaw|Adaptability,66,4,60,generation-vii,False,False
0735,735,Gumshoos,Gumshoos,gumshoos,True,normal,88,110,60,55,60,45,Stakeout|Strong Jaw|Adaptability,80,7,142,generation-vii,False,False
0735,735,Gumshoos,Gumshoos Totem,gumshoos-totem,False,normal,88,110,60,55,60,45,Stakeout|Strong Jaw|Adaptability,56,14,600,generation-vii,False,False
0736,736,Grubbin,Grubbin,grubbin,True,bug,47,62,45,55,45,46,Swarm,52,4,44,generation-vii,False,False
0737,737,Charjabug,Charjabug,charjabug,True,bug|electric,57,82,95,55,75,36,Battery,56,5,105,generation-vii,False,False
0738,738,Vikavolt,Vikavolt,vikavolt,True,bug|electric,77,70,90,145,75,43,Levitate,75,15,450,generation-vii,False,False
0738,738,Vikavolt,Vikavolt Totem,vikavolt-totem,False,bug|electric,77,70,90,145,75,43,Levitate,52,26,1475,generation-vii,False,False
0739,739,Crabrawler,Crabrawler,crabrawler,True,fighting,47,82,57,42,47,63,Hyper Cutter|Iron Fist|Anger Point,72,6,70,generation-vii,False,False
0740,740,Crabominable,Crabominable,crabominable,True,fighting|ice,97,132,77,62,67,43,Hyper Cutter|Iron Fist|Anger Point,84,17,1800,generation-vii,False,False
0740,740,Crabominable,Crabominable Mega,crabominable-mega,False,fighting|ice,97,157,122,62,107,33,Iron Fist,0,26,2528,generation-vii,False,False
0741,741,Oricorio,Oricorio Baile,oricorio-baile,True,fire|flying,75,70,70,98,70,93,Dancer,65,6,34,generation-vii,False,False
0741,741,Oricorio,Oricorio Pom Pom,oricorio-pom-pom,False,electric|flying,75,70,70,98,70,93,Dancer,65,6,34,generation-vii,False,False
0741,741,Oricorio,Oricorio Pau,oricorio-pau,False,psychic|flying,75,70,70,98,70,93,Dancer,65,6,34,generation-vii,False,False
0741,741,Oricorio,Oricorio Sensu,oricorio-sensu,False,ghost|flying,75,70,70,98,70,93,Dancer,65,6,34,generation-vii,False,False
0742,742,Cutiefly,Cutiefly,cutiefly,True,bug|fairy,40,45,40,55,40,84,Honey Gather|Shield Dust|Sweet Veil,78,1,2,generation-vii,False,False
0743,743,Ribombee,Ribombee,ribombee,True,bug|fairy,60,55,60,95,70,124,Honey Gather|Shield Dust|Sweet Veil,86,2,5,generation-vii,False,False
0743,743,Ribombee,Ribombee Totem,ribombee-totem,False,bug|fairy,60,55,60,95,70,124,Honey Gather|Shield Dust|Sweet Veil,59,4,20,generation-vii,False,False
0744,744,Rockruff,Rockruff,rockruff,True,rock,45,65,40,30,40,60,Keen Eye|Vital Spirit|Steadfast,64,5,92,generation-vii,False,False
0744,744,Rockruff,Rockruff Own Tempo,rockruff-own-tempo,False,rock,45,65,40,30,40,60,Own Tempo,63,5,92,generation-vii,False,False
0745,745,Lycanroc,Lycanroc Midday,lycanroc-midday,True,rock,75,115,65,55,65,112,Keen Eye|Sand Rush|Steadfast,76,8,250,generation-vii,False,False
