display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Meganium,Meganium,Meganium,0154,Mega,meganium,False,normal,grass,"{""hp"": 80, ""attack"": 82, ""defense"": 100, ""special_attack"": 83, ""special_defense"": 100, ""speed"": 80}",Menu CP 0154-Mega.png,Menu_CP_0154-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0154-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0154-Mega.png,https://archives.bulbagarden.net/media/upload/5/5a/Menu_CP_0154-Mega.png
Meganium,Meganium,Meganium,0154,,meganium,False,normal,grass,"{""hp"": 80, ""attack"": 82, ""defense"": 100, ""special_attack"": 83, ""special_defense"": 100, ""speed"": 80}",Menu CP 0154.png,Menu_CP_0154.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0154.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0154.png,https://archives.bulbagarden.net/media/upload/5/50/Menu_CP_0154.png
Typhlosion Hisui,Typhlosion,Typhlosion Hisui,0157,Hisui,typhlosion-hisui,False,normal,fire|ghost,"{""hp"": 73, ""attack"": 84, ""defense"": 78, ""special_attack"": 119, ""special_defense"": 85, ""speed"": 95}",Menu CP 0157-Hisui.png,Menu_CP_0157-Hisui.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0157-Hisui.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0157-Hisui.png,https://archives.bulbagarden.net/media/upload/e/e3/Menu_CP_0157-Hisui.png
Typhlosion,Typhlosion,Typhlosion,0157,,typhlosion,False,normal,fire,"{""hp"": 78, ""attack"": 84, ""defense"": 78, ""special_attack"": 109, ""special_defense"": 85, ""speed"": 100}",Menu CP 0157.png,Menu_CP_0157.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0157.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0157.png,https://archives.bulbagarden.net/media/upload/6/6f/Menu_CP_0157.png
Feraligatr Mega,Feraligatr,Feraligatr Mega,0160,Mega,feraligatr-mega,False,normal,water|dragon,"{""hp"": 85, ""attack"": 160, ""defense"": 125, ""special_attack"": 89, ""special_defense"": 93, ""speed"": 78}",Menu CP 0160-Mega.png,Menu_CP_0160-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0160-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0160-Mega.png,https://archives.bulbagarden.net/media/upload/2/2b/Menu_CP_0160-Mega.png
Feraligatr,Feraligatr,Feraligatr,0160,,feraligatr,False,normal,water,"{""hp"": 85, ""attack"": 105, ""defense"": 100, ""special_attack"": 79, ""special_defense"": 83, ""speed"": 78}",Menu CP 0160.png,Menu_CP_0160.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0160.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0160.png,https://archives.bulbagarden.net/media/upload/a/ad/Menu_CP_0160.png
Ariados,Ariados,Ariados,0168,,ariados,False,normal,bug|poison,"{""hp"": 70, ""attack"": 90, ""defense"": 70, ""special_attack"": 60, ""special_defense"": 70, ""speed"": 40}",Menu CP 0168.png,Menu_CP_0168.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0168.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0168.png,https://archives.bulbagarden.net/media/upload/0/09/Menu_CP_0168.png
Ampharos Mega,Ampharos,Ampharos Mega,0181,Mega,ampharos-mega,False,normal,electric|dragon,"{""hp"": 90, ""attack"": 95, ""defense"": 105, ""special_attack"": 165, ""special_defense"": 110, ""speed"": 45}",Menu CP 0181-Mega.png,Menu_CP_0181-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0181-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0181-Mega.png,https://archives.bulbagarden.net/media/upload/b/ba/Menu_CP_0181-Mega.png
Ampharos,Ampharos,Ampharos,0181,,ampharos,False,normal,electric,"{""hp"": 90, ""attack"": 75, ""defense"": 85, ""special_attack"": 115, ""special_defense"": 90, ""speed"": 55}",Menu CP 0181.png,Menu_CP_0181.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0181.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0181.png,https://archives.bulbagarden.net/media/upload/7/70/Menu_CP_0181.png
Azumarill,Azumarill,Azumarill,0184,,azumarill,False,normal,water|fairy,"{""hp"": 100, ""attack"": 50, ""defense"": 80, ""special_attack"": 60, ""special_defense"": 80, ""speed"": 50}",Menu CP 0184.png,Menu_CP_0184.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0184.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0184.png,https://archives.bulbagarden.net/media/upload/c/c8/Menu_CP_0184.png
Politoed,Politoed,Politoed,0186,,politoed,False,normal,water,"{""hp"": 90, ""attack"": 75, ""defense"": 75, ""special_attack"": 90, ""special_defense"": 100, ""speed"": 70}",Menu CP 0186.png,Menu_CP_0186.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0186.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0186.png,https://archives.bulbagarden.net/media/upload/8/82/Menu_CP_0186.png
Espeon,Espeon,Espeon,0196,,espeon,False,normal,psychic,"{""hp"": 65, ""attack"": 65, ""defense"": 60, ""special_attack"": 130, ""special_defense"": 95, ""speed"": 110}",Menu CP 0196.png,Menu_CP_0196.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0196.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0196.png,https://archives.bulbagarden.net/media/upload/d/d1/Menu_CP_0196.png
Umbreon,Umbreon,Umbreon,0197,,umbreon,False,normal,dark,"{""hp"": 95, ""attack"": 65, ""defense"": 110, ""special_attack"": 60, ""special_defense"": 130, ""speed"": 65}",Menu CP 0197.png,Menu_CP_0197.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0197.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0197.png,https://archives.bulbagarden.net/media/upload/9/95/Menu_CP_0197.png
Slowking Galar,Slowking,Slowking Galar,0199,Galar,slowking-galar,False,normal,poison|psychic,"{""hp"": 95, ""attack"": 65, ""defense"": 80, ""special_attack"": 110, ""special_defense"": 110, ""speed"": 30}",Menu CP 0199-Galar.png,Menu_CP_0199-Galar.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0199-Galar.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0199-Galar.png,https://archives.bulbagarden.net/media/upload/5/5a/Menu_CP_0199-Galar.png
Slowking,Slowking,Slowking,0199,,slowking,False,normal,water|psychic,"{""hp"": 95, ""attack"": 75, ""defense"": 80, ""special_attack"": 100, ""special_defense"": 110, ""speed"": 30}",Menu CP 0199.png,Menu_CP_0199.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0199.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0199.png,https://archives.bulbagarden.net/media/upload/f/f0/Menu_CP_0199.png
Forretress,Forretress,Forretress,0205,,forretress,False,normal,bug|steel,"{""hp"": 75, ""attack"": 90, ""defense"": 140, ""special_attack"": 60, ""special_defense"": 60, ""speed"": 40}",Menu CP 0205.png,Menu_CP_0205.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0205.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0205.png,https://archives.bulbagarden.net/media/upload/a/a3/Menu_CP_0205.png
Steelix Mega,Steelix,Steelix Mega,0208,Mega,steelix-mega,False,normal,steel|ground,"{""hp"": 75, ""attack"": 125, ""defense"": 230, ""special_attack"": 55, ""special_defense"": 95, ""speed"": 30}",Menu CP 0208-Mega.png,Menu_CP_0208-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0208-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0208-Mega.png,https://archives.bulbagarden.net/media/upload/2/25/Menu_CP_0208-Mega.png
Steelix,Steelix,Steelix,0208,,steelix,False,normal,steel|ground,"{""hp"": 75, ""attack"": 85, ""defense"": 200, ""special_attack"": 55, ""special_defense"": 65, ""speed"": 30}",Menu CP 0208.png,Menu_CP_0208.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0208.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0208.png,https://archives.bulbagarden.net/media/upload/2/27/Menu_CP_0208.png
Scizor Mega,Scizor,Scizor Mega,0212,Mega,scizor-mega,False,normal,bug|steel,"{""hp"": 70, ""attack"": 150, ""defense"": 140, ""special_attack"": 65, ""special_defense"": 100, ""speed"": 75}",Menu CP 0212-Mega.png,Menu_CP_0212-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0212-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0212-Mega.png,https://archives.bulbagarden.net/media/upload/2/27/Menu_CP_0212-Mega.png
Scizor,Scizor,Scizor,0212,,scizor,False,normal,bug|steel,"{""hp"": 70, ""attack"": 130, ""defense"": 100, ""special_attack"": 55, ""special_defense"": 80, ""speed"": 65}",Menu CP 0212.png,Menu_CP_0212.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0212.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0212.png,https://archives.bulbagarden.net/media/upload/3/34/Menu_CP_0212.png
Heracross Mega,Heracross,Heracross Mega,0214,Mega,heracross-mega,False,normal,bug|fighting,"{""hp"": 80, ""attack"": 185, ""defense"": 115, ""special_attack"": 40, ""special_defense"": 105, ""speed"": 75}",Menu CP 0214-Mega.png,Menu_CP_0214-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0214-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0214-Mega.png,https://archives.bulbagarden.net/media/upload/c/c6/Menu_CP_0214-Mega.png
Heracross,Heracross,Heracross,0214,,heracross,False,normal,bug|fighting,"{""hp"": 80, ""attack"": 125, ""defense"": 75, ""special_attack"": 40, ""special_defense"": 95, ""speed"": 85}",Menu CP 0214.png,Menu_CP_0214.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0214.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0214.png,https://archives.bulbagarden.net/media/upload/2/2c/Menu_CP_0214.png
Skarmory Mega,Skarmory,Skarmory Mega,0227,Mega,skarmory-mega,False,normal,steel|flying,"{""hp"": 65, ""attack"": 140, ""defense"": 110, ""special_attack"": 40, ""special_defense"": 100, ""speed"": 110}",Menu CP 0227-Mega.png,Menu_CP_0227-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0227-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0227-Mega.png,https://archives.bulbagarden.net/media/upload/3/33/Menu_CP_0227-Mega.png
Skarmory,Skarmory,Skarmory,0227,,skarmory,False,normal,steel|flying,"{""hp"": 65, ""attack"": 80, ""defense"": 140, ""special_attack"": 40, ""special_defense"": 70, ""speed"": 70}",Menu CP 0227.png,Menu_CP_0227.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0227.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0227.png,https://archives.bulbagarden.net/media/upload/8/85/Menu_CP_0227.png
Houndoom Mega,Houndoom,Houndoom Mega,0229,Mega,houndoom-mega,False,normal,dark|fire,"{""hp"": 75, ""attack"": 90, ""defense"": 90, ""special_attack"": 140, ""special_defense"": 90, ""speed"": 115}",Menu CP 0229-Mega.png,Menu_CP_0229-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0229-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0229-Mega.png,https://archives.bulbagarden.net/media/upload/b/ba/Menu_CP_0229-Mega.png
Houndoom,Houndoom,Houndoom,0229,,houndoom,False,normal,dark|fire,"{""hp"": 75, ""attack"": 90, ""defense"": 50, ""special_attack"": 110, ""special_defense"": 80, ""speed"": 95}",Menu CP 0229.png,Menu_CP_0229.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0229.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0229.png,https://archives.bulbagarden.net/media/upload/f/f6/Menu_CP_0229.png
Tyranitar Mega,Tyranitar,Tyranitar Mega,0248,Mega,tyranitar-mega,False,normal,rock|dark,"{""hp"": 100, ""attack"": 164, ""defense"": 150, ""special_attack"": 95, ""special_defense"": 120, ""speed"": 71}",Menu CP 0248-Mega.png,Menu_CP_0248-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0248-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0248-Mega.png,https://archives.bulbagarden.net/media/upload/6/6b/Menu_CP_0248-Mega.png
Tyranitar,Tyranitar,Tyranitar,0248,,tyranitar,False,normal,rock|dark,"{""hp"": 100, ""attack"": 134, ""defense"": 110, ""special_attack"": 95, ""special_defense"": 100, ""speed"": 61}",Menu CP 0248.png,Menu_CP_0248.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0248.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0248.png,https://archives.bulbagarden.net/media/upload/0/0c/Menu_CP_0248.png
Pelipper,Pelipper,Pelipper,0279,,pelipper,False,normal,water|flying,"{""hp"": 60, ""attack"": 50, ""defense"": 100, ""special_attack"": 95, ""special_defense"": 70, ""speed"": 65}",Menu CP 0279.png,Menu_CP_0279.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0279.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0279.png,https://archives.bulbagarden.net/media/upload/c/c5/Menu_CP_0279.png
Gardevoir Mega,Gardevoir,Gardevoir Mega,0282,Mega,gardevoir-mega,False,normal,psychic|fairy,"{""hp"": 68, ""attack"": 85, ""defense"": 65, ""special_attack"": 165, ""special_defense"": 135, ""speed"": 100}",Menu CP 0282-Mega.png,Menu_CP_0282-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0282-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0282-Mega.png,https://archives.bulbagarden.net/media/upload/4/4e/Menu_CP_0282-Mega.png
Gardevoir,Gardevoir,Gardevoir,0282,,gardevoir,False,normal,psychic|fairy,"{""hp"": 68, ""attack"": 65, ""defense"": 65, ""special_attack"": 125, ""special_defense"": 115, ""speed"": 80}",Menu CP 0282.png,Menu_CP_0282.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0282.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0282.png,https://archives.bulbagarden.net/media/upload/4/4c/Menu_CP_0282.png
Sableye Mega,Sableye,Sableye Mega,0302,Mega,sableye-mega,False,normal,dark|ghost,"{""hp"": 50, ""attack"": 85, ""defense"": 125, ""special_attack"": 85, ""special_defense"": 115, ""speed"": 20}",Menu CP 0302-Mega.png,Menu_CP_0302-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0302-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0302-Mega.png,https://archives.bulbagarden.net/media/upload/1/18/Menu_CP_0302-Mega.png
Sableye,Sableye,Sableye,0302,,sableye,False,normal,dark|ghost,"{""hp"": 50, ""attack"": 75, ""defense"": 75, ""special_attack"": 65, ""special_defense"": 65, ""speed"": 50}",Menu CP 0302.png,Menu_CP_0302.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0302.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0302.png,https://archives.bulbagarden.net/media/upload/3/3d/Menu_CP_0302.png
Aggron Mega,Aggron,Aggron Mega,0306,Mega,aggron-mega,False,normal,steel,"{""hp"": 70, ""attack"": 140, ""defense"": 230, ""special_attack"": 60, ""special_defense"": 80, ""speed"": 50}",Menu CP 0306-Mega.png,Menu_CP_0306-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0306-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0306-Mega.png,https://archives.bulbagarden.net/media/upload/f/ff/Menu_CP_0306-Mega.png
Aggron,Aggron,Aggron,0306,,aggron,False,normal,steel|rock,"{""hp"": 70, ""attack"": 110, ""defense"": 180, ""special_attack"": 60, ""special_defense"": 60, ""speed"": 50}",Menu CP 0306.png,Menu_CP_0306.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0306.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0306.png,https://archives.bulbagarden.net/media/upload/3/37/Menu_CP_0306.png
Medicham Mega,Medicham,Medicham Mega,0308,Mega,medicham-mega,False,normal,fighting|psychic,"{""hp"": 60, ""attack"": 100, ""defense"": 85, ""special_attack"": 80, ""special_defense"": 85, ""speed"": 100}",Menu CP 0308-Mega.png,Menu_CP_0308-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0308-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0308-Mega.png,https://archives.bulbagarden.net/media/upload/8/8d/Menu_CP_0308-Mega.png
Medicham,Medicham,Medicham,0308,,medicham,False,normal,fighting|psychic,"{""hp"": 60, ""attack"": 60, ""defense"": 75, ""special_attack"": 60, ""special_defense"": 75, ""speed"": 80}",Menu CP 0308.png,Menu_CP_0308.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0308.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0308.png,https://archives.bulbagarden.net/media/upload/e/e8/Menu_CP_0308.png
Manectric Mega,Manectric,Manectric Mega,0310,Mega,manectric-mega,False,normal,electric,"{""hp"": 70, ""attack"": 75, ""defense"": 80, ""special_attack"": 135, ""special_defense"": 80, ""speed"": 135}",Menu CP 0310-Mega.png,Menu_CP_0310-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0310-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0310-Mega.png,https://archives.bulbagarden.net/media/upload/3/3b/Menu_CP_0310-Mega.png
Manectric,Manectric,Manectric,0310,,manectric,False,normal,electric,"{""hp"": 70, ""attack"": 75, ""defense"": 60, ""special_attack"": 105, ""special_defense"": 60, ""speed"": 105}",Menu CP 0310.png,Menu_CP_0310.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0310.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0310.png,https://archives.bulbagarden.net/media/upload/f/fb/Menu_CP_0310.png
Sharpedo Mega,Sharpedo,Sharpedo Mega,0319,Mega,sharpedo-mega,False,normal,water|dark,"{""hp"": 70, ""attack"": 140, ""defense"": 70, ""special_attack"": 110, ""special_defense"": 65, ""speed"": 105}",Menu CP 0319-Mega.png,Menu_CP_0319-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0319-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0319-Mega.png,https://archives.bulbagarden.net/media/upload/a/a9/Menu_CP_0319-Mega.png
Sharpedo,Sharpedo,Sharpedo,0319,,sharpedo,False,normal,water|dark,"{""hp"": 70, ""attack"": 120, ""defense"": 40, ""special_attack"": 95, ""special_defense"": 40, ""speed"": 95}",Menu CP 0319.png,Menu_CP_0319.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0319.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0319.png,https://archives.bulbagarden.net/media/upload/7/7e/Menu_CP_0319.png
Camerupt Mega,Camerupt,Camerupt Mega,0323,Mega,camerupt-mega,False,normal,fire|ground,"{""hp"": 70, ""attack"": 120, ""defense"": 100, ""special_attack"": 145, ""special_defense"": 105, ""speed"": 20}",Menu CP 0323-Mega.png,Menu_CP_0323-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0323-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0323-Mega.png,https://archives.bulbagarden.net/media/upload/9/94/Menu_CP_0323-Mega.png
Camerupt,Camerupt,Camerupt,0323,,camerupt,False,normal,fire|ground,"{""hp"": 70, ""attack"": 100, ""defense"": 70, ""special_attack"": 105, ""special_defense"": 75, ""speed"": 40}",Menu CP 0323.png,Menu_CP_0323.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0323.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0323.png,https://archives.bulbagarden.net/media/upload/b/b6/Menu_CP_0323.png
Torkoal,Torkoal,Torkoal,0324,,torkoal,False,normal,fire,"{""hp"": 70, ""attack"": 85, ""defense"": 140, ""special_attack"": 85, ""special_defense"": 70, ""speed"": 20}",Menu CP 0324.png,Menu_CP_0324.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0324.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0324.png,https://archives.bulbagarden.net/media/upload/0/00/Menu_CP_0324.png
Altaria Mega,Altaria,Altaria Mega,0334,Mega,altaria-mega,False,normal,dragon|fairy,"{""hp"": 75, ""attack"": 110, ""defense"": 110, ""special_attack"": 110, ""special_defense"": 105, ""speed"": 80}",Menu CP 0334-Mega.png,Menu_CP_0334-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0334-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0334-Mega.png,https://archives.bulbagarden.net/media/upload/1/1a/Menu_CP_0334-Mega.png
